id,bank,chapter,source_ref,type,difficulty,topic,question,options,correct_option,correct_answer,explanation,source_quote,fact_id,variant_group,validation_status,correction
PR39-0016,PR39-44,PR39,"PDF p.30, PR39, párrafo 1",true_false,medium,"educación, salud y verdadero éxito","Según PDF p.30, PR39, párrafo 1, en el pasaje sobre educación, salud y verdadero éxito, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Al adquirir la ⟦sabiduría⟧ de los babilonios, Daniel y sus compañeros tuvieron mucho más éxito que los demás estudiantes»","[""Verdadero"", ""Falso""]",0,Verdadero,"La afirmación coincide con el PDF: «Al adquirir la sabiduría de los babilonios, Daniel y sus compañeros».","Al adquirir la sabiduría de los babilonios, Daniel y sus compañeros",PR39-P030-F01,PR39-P030-F01-VARIANTS,verified,
PR39-0017,PR39-44,PR39,"PDF p.31, PR39, párrafo 1",fill_blank,easy,"cooperación divina, deberes pequeños y carácter","Según PDF p.31, PR39, párrafo 1, en el pasaje sobre cooperación divina, deberes pequeños y carácter, complete la formulación del PDF: «En la vida del verdadero cristiano, no hay cosas que no sean _____»","[""adoradores"", ""astrólogos"", ""cristianas"", ""esenciales""]",3,esenciales,El PDF emplea la expresión «esenciales» en este contexto: «hay cosas que no sean esenciales».,hay cosas que no sean esenciales,PR39-P031-F03,PR39-P031-F03-VARIANTS,verified,
PR39-0018,PR39-44,PR39,"PDF p.32, PR39, párrafo 1",multiple_choice,hard,aplicación a los jóvenes actuales,"Según PDF p.32, PR39, párrafo 1, en el pasaje sobre aplicación a los jóvenes actuales, ¿Qué opción restituye con precisión la relación descrita? Marco: «tan desfavorables como las que [DETALLE] entonces»","[""tan desfavorables como las que predominaban entonces"", ""tan desfavorables como las que representaba entonces"", ""tan desfavorables como las que Medo-Persia entonces"", ""tan desfavorables como las que misericordias entonces""]",0,tan desfavorables como las que predominaban entonces,La opción correcta conserva el detalle «predominaban» tal como aparece en la fuente: «tan desfavorables como las que predominaban entonces».,tan desfavorables como las que predominaban entonces,PR39-P032-F08,PR39-P032-F08-VARIANTS,verified,
PR39-0019,PR39-44,PR39,"PDF p.27, PR39, párrafo 1",true_false,hard,"cautiverio, misión y cambio de nombres","Según PDF p.27, PR39, párrafo 1, en el pasaje sobre cautiverio, misión y cambio de nombres, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «El hecho de que esos adoradores de Jehová estuviesen cautivos en ⟦Jerusalem⟧ y de que los vasos de la casa de Dios se hallaran en el templo de los dioses babilónicos, era mencionado jactanciosamente por los vencedores como evidencia de que su religión y sus costumbres eran superiores a la religión y las costumbres de los hebreos.»","[""Verdadero"", ""Falso""]",1,Falso,"La afirmación cambia «Babilonia». La corrección exacta es: «El hecho de que esos adoradores de Jehová estuviesen cautivos en Babilonia y de que los vasos de la casa de Dios se hallaran en el templo de los dioses babilónicos, era mencionado jactanciosamente por los vencedores como evidencia de que su religión y sus costumbres eran superiores a la religión y las costumbres de los hebreos.»",de Jehová estuviesen cautivos en Babilonia y de que los vasos de la,PR39-P027-F03,PR39-P027-F03-VARIANTS,verified,"El hecho de que esos adoradores de Jehová estuviesen cautivos en Babilonia y de que los vasos de la casa de Dios se hallaran en el templo de los dioses babilónicos, era mencionado jactanciosamente por los vencedores como evidencia de que su religión y sus costumbres eran superiores a la religión y las costumbres de los hebreos."
PR39-0020,PR39-44,PR39,"PDF p.28, PR39, párrafo 1",fill_blank,medium,"alimento real, vino e idolatría","Según PDF p.28, PR39, párrafo 1, en el pasaje sobre alimento real, vino e idolatría, complete la formulación del PDF: «Tampoco podían correr el riesgo que representaba el efecto enervador del lujo y la _____ sobre el desarrollo físico, mental y espiritual.»","[""disipación"", ""apariencia"", ""casualidad"", ""cautividad""]",0,disipación,"El PDF emplea la expresión «disipación» en este contexto: «enervador del lujo y la disipación sobre el desarrollo físico, mental y espiritual».","enervador del lujo y la disipación sobre el desarrollo físico, mental y espiritual",PR39-P028-F03,PR39-P028-F03-VARIANTS,verified,
PR39-0021,PR39-44,PR39,"PDF p.29, PR39, párrafo 5",multiple_choice,expert,"Melsar, prueba de diez días y templanza","Según PDF p.29, PR39, párrafo 5, en el pasaje sobre Melsar, prueba de diez días y templanza, ¿Cuál opción mantiene sin alterar el detalle y el orden de la fuente? Marco: «el rey les demandó, hallólos [DETALLE] que todos los magos y astrólogos que»","[""el rey les demandó, hallólos cuatro seres vivientes que todos los magos y astrólogos que"", ""el rey les demandó, hallólos diez veces mejores que todos los magos y astrólogos que"", ""el rey les demandó, hallólos ciento veinte gobernadores que todos los magos y astrólogos que"", ""el rey les demandó, hallólos tres presidentes que todos los magos y astrólogos que""]",1,"el rey les demandó, hallólos diez veces mejores que todos los magos y astrólogos que","La opción correcta conserva el detalle «diez veces mejores» tal como aparece en la fuente: «el rey les demandó, hallólos diez veces mejores que todos los magos y astrólogos que».","el rey les demandó, hallólos diez veces mejores que todos los magos y astrólogos que",PR39-P029-F183,PR39-P029-F183-VARIANTS,verified,
PR39-0022,PR39-44,PR39,"PDF p.30, PR39, párrafo 1",true_false,hard,"educación, salud y verdadero éxito","Según PDF p.30, PR39, párrafo 1, en el pasaje sobre educación, salud y verdadero éxito, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Al adquirir la sabiduría de los ⟦asombrados⟧, Daniel y sus compañeros tuvieron mucho más éxito que los demás estudiantes»","[""Verdadero"", ""Falso""]",1,Falso,"La afirmación cambia «babilonios». La corrección exacta es: «Al adquirir la sabiduría de los babilonios, Daniel y sus compañeros tuvieron mucho más éxito que los demás estudiantes»","adquirir la sabiduría de los babilonios, Daniel y sus compañeros tuvieron mucho más",PR39-P030-F02,PR39-P030-F02-VARIANTS,verified,"Al adquirir la sabiduría de los babilonios, Daniel y sus compañeros tuvieron mucho más éxito que los demás estudiantes"
PR39-0023,PR39-44,PR39,"PDF p.31, PR39, párrafo 1",fill_blank,easy,"cooperación divina, deberes pequeños y carácter","Según PDF p.31, PR39, párrafo 1, en el pasaje sobre cooperación divina, deberes pequeños y carácter, complete la formulación del PDF: «a la vista del _____ todo deber es importante.»","[""mandamiento"", ""Omnipotente"", ""pensamiento"", ""significado""]",1,Omnipotente,El PDF emplea la expresión «Omnipotente» en este contexto: «a la vista del Omnipotente todo deber es importante».,a la vista del Omnipotente todo deber es importante,PR39-P031-F05,PR39-P031-F05-VARIANTS,verified,
PR39-0024,PR39-44,PR39,"PDF p.32, PR39, párrafo 1",multiple_choice,hard,aplicación a los jóvenes actuales,"Según PDF p.32, PR39, párrafo 1, en el pasaje sobre aplicación a los jóvenes actuales, ¿Qué opción restituye con precisión la relación descrita? Marco: «Aunque rodeados por [DETALLE] a satisfacer sus apetitos, especialmente en nuestras»","[""Aunque rodeados por adivinanzas a satisfacer sus apetitos, especialmente en nuestras"", ""Aunque rodeados por babilónicos a satisfacer sus apetitos, especialmente en nuestras"", ""Aunque rodeados por tentaciones a satisfacer sus apetitos, especialmente en nuestras"", ""Aunque rodeados por bendecirlos a satisfacer sus apetitos, especialmente en nuestras""]",2,"Aunque rodeados por tentaciones a satisfacer sus apetitos, especialmente en nuestras","La opción correcta conserva el detalle «tentaciones» tal como aparece en la fuente: «Aunque rodeados por tentaciones a satisfacer sus apetitos, especialmente en nuestras».","Aunque rodeados por tentaciones a satisfacer sus apetitos, especialmente en nuestras",PR39-P032-F18,PR39-P032-F18-VARIANTS,verified,
PR39-0025,PR39-44,PR39,"PDF p.27, PR39, párrafo 1",true_false,expert,"cautiverio, misión y cambio de nombres","Según PDF p.27, PR39, párrafo 1, en el pasaje sobre cautiverio, misión y cambio de nombres, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «El hecho de que esos adoradores de Jehová estuviesen cautivos en Babilonia y de que los vasos de la casa de Dios se hallaran en el templo de los dioses ⟦adivinanzas⟧, era mencionado jactanciosamente por los vencedores como evidencia de que su religión y sus costumbres eran superiores a la religión y las costumbres de los hebreos.»","[""Verdadero"", ""Falso""]",1,Falso,"La afirmación cambia «babilónicos». La corrección exacta es: «El hecho de que esos adoradores de Jehová estuviesen cautivos en Babilonia y de que los vasos de la casa de Dios se hallaran en el templo de los dioses babilónicos, era mencionado jactanciosamente por los vencedores como evidencia de que su religión y sus costumbres eran superiores a la religión y las costumbres de los hebreos.»","el templo de los dioses babilónicos, era mencionado jactanciosamente por los vencedores como",PR39-P027-F04,PR39-P027-F04-VARIANTS,verified,"El hecho de que esos adoradores de Jehová estuviesen cautivos en Babilonia y de que los vasos de la casa de Dios se hallaran en el templo de los dioses babilónicos, era mencionado jactanciosamente por los vencedores como evidencia de que su religión y sus costumbres eran superiores a la religión y las costumbres de los hebreos."
PR39-0026,PR39-44,PR39,"PDF p.28, PR39, párrafo 1",fill_blank,medium,"alimento real, vino e idolatría","Según PDF p.28, PR39, párrafo 1, en el pasaje sobre alimento real, vino e idolatría, complete la formulación del PDF: «Tampoco podían correr el riesgo que representaba el efecto enervador del lujo y la disipación sobre el _____ físico, mental y espiritual.»","[""fundamento"", ""gobernante"", ""desarrollo"", ""nacimiento""]",2,desarrollo,"El PDF emplea la expresión «desarrollo» en este contexto: «y la disipación sobre el desarrollo físico, mental y espiritual».","y la disipación sobre el desarrollo físico, mental y espiritual",PR39-P028-F04,PR39-P028-F04-VARIANTS,verified,
PR39-0027,PR39-44,PR39,"PDF p.29, PR39, párrafo 4",multiple_choice,easy,"Melsar, prueba de diez días y templanza","Según PDF p.29, PR39, párrafo 4, en el pasaje sobre Melsar, prueba de diez días y templanza, ¿Qué expresión completa correctamente el detalle señalado? Marco: «A estos [DETALLE] muchachos dióles Dios conocimiento e inteligencia en»","[""A estos sesenta muchachos dióles Dios conocimiento e inteligencia en"", ""A estos siete muchachos dióles Dios conocimiento e inteligencia en"", ""A estos treinta muchachos dióles Dios conocimiento e inteligencia en"", ""A estos cuatro muchachos dióles Dios conocimiento e inteligencia en""]",3,A estos cuatro muchachos dióles Dios conocimiento e inteligencia en,La opción correcta conserva el detalle «cuatro» tal como aparece en la fuente: «A estos cuatro muchachos dióles Dios conocimiento e inteligencia en».,A estos cuatro muchachos dióles Dios conocimiento e inteligencia en,PR39-P029-F121,PR39-P029-F121-VARIANTS,verified,
PR39-0028,PR39-44,PR39,"PDF p.30, PR39, párrafo 1",true_false,medium,"educación, salud y verdadero éxito","Según PDF p.30, PR39, párrafo 1, en el pasaje sobre educación, salud y verdadero éxito, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Al adquirir la sabiduría de los babilonios, Daniel y sus ⟦compañeros⟧ tuvieron mucho más éxito que los demás estudiantes»","[""Verdadero"", ""Falso""]",0,Verdadero,"La afirmación coincide con el PDF: «los babilonios, Daniel y sus compañeros tuvieron mucho más éxito que los demás».","los babilonios, Daniel y sus compañeros tuvieron mucho más éxito que los demás",PR39-P030-F03,PR39-P030-F03-VARIANTS,verified,
PR39-0029,PR39-44,PR39,"PDF p.31, PR39, párrafo 1",fill_blank,easy,"cooperación divina, deberes pequeños y carácter","Según PDF p.31, PR39, párrafo 1, en el pasaje sobre cooperación divina, deberes pequeños y carácter, complete la formulación del PDF: «a la vista del Omnipotente todo deber es _____.»","[""babilónico"", ""destruidor"", ""espiritual"", ""importante""]",3,importante,El PDF emplea la expresión «importante» en este contexto: «del Omnipotente todo deber es importante».,del Omnipotente todo deber es importante,PR39-P031-F06,PR39-P031-F06-VARIANTS,verified,
PR39-0030,PR39-44,PR39,"PDF p.32, PR39, párrafo 1",multiple_choice,hard,aplicación a los jóvenes actuales,"Según PDF p.32, PR39, párrafo 1, en el pasaje sobre aplicación a los jóvenes actuales, ¿Qué opción restituye con precisión la relación descrita? Marco: «Aunque rodeados por tentaciones a [DETALLE] sus apetitos, especialmente en nuestras grandes ciudades»","[""Aunque rodeados por tentaciones a satisfacer sus apetitos, especialmente en nuestras grandes ciudades"", ""Aunque rodeados por tentaciones a comprender sus apetitos, especialmente en nuestras grandes ciudades"", ""Aunque rodeados por tentaciones a contemplar sus apetitos, especialmente en nuestras grandes ciudades"", ""Aunque rodeados por tentaciones a desagradar sus apetitos, especialmente en nuestras grandes ciudades""]",0,"Aunque rodeados por tentaciones a satisfacer sus apetitos, especialmente en nuestras grandes ciudades","La opción correcta conserva el detalle «satisfacer» tal como aparece en la fuente: «Aunque rodeados por tentaciones a satisfacer sus apetitos, especialmente en nuestras grandes ciudades».","Aunque rodeados por tentaciones a satisfacer sus apetitos, especialmente en nuestras grandes ciudades",PR39-P032-F19,PR39-P032-F19-VARIANTS,verified,
PR39-0031,PR39-44,PR39,"PDF p.27, PR39, párrafo 1",true_false,expert,"cautiverio, misión y cambio de nombres","Según PDF p.27, PR39, párrafo 1, en el pasaje sobre cautiverio, misión y cambio de nombres, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «El hecho de que esos adoradores de Jehová estuviesen cautivos en Babilonia y de que los vasos de la casa de Dios se hallaran en el templo de los dioses babilónicos, era ⟦mencionado⟧ jactanciosamente por los vencedores como evidencia de que su religión y sus costumbres eran superiores a la religión y las costumbres de los hebreos.»","[""Verdadero"", ""Falso""]",0,Verdadero,"La afirmación coincide con el PDF: «de los dioses babilónicos, era mencionado jactanciosamente por los vencedores como evidencia de».","de los dioses babilónicos, era mencionado jactanciosamente por los vencedores como evidencia de",PR39-P027-F05,PR39-P027-F05-VARIANTS,verified,
PR39-0032,PR39-44,PR39,"PDF p.28, PR39, párrafo 1",fill_blank,medium,"alimento real, vino e idolatría","Según PDF p.28, PR39, párrafo 1, en el pasaje sobre alimento real, vino e idolatría, complete la formulación del PDF: «Tampoco podían correr el riesgo que representaba el efecto enervador del lujo y la disipación sobre el desarrollo físico, mental y _____.»","[""espiritual"", ""babilónico"", ""destruidor"", ""extranjero""]",0,espiritual,"El PDF emplea la expresión «espiritual» en este contexto: «el desarrollo físico, mental y espiritual».","el desarrollo físico, mental y espiritual",PR39-P028-F05,PR39-P028-F05-VARIANTS,verified,
PR39-0033,PR39-44,PR39,"PDF p.29, PR39, párrafo 1",multiple_choice,hard,"Melsar, prueba de diez días y templanza","Según PDF p.29, PR39, párrafo 1, en el pasaje sobre Melsar, prueba de diez días y templanza, ¿Qué opción restituye con precisión la relación descrita? Marco: «apeló entonces a Melsar, oficial [DETALLE] especialmente de la juventud hebrea, y solicitó»","[""apeló entonces a Melsar, oficial acarreado especialmente de la juventud hebrea, y solicitó"", ""apeló entonces a Melsar, oficial encargado especialmente de la juventud hebrea, y solicitó"", ""apeló entonces a Melsar, oficial aprendido especialmente de la juventud hebrea, y solicitó"", ""apeló entonces a Melsar, oficial atribuído especialmente de la juventud hebrea, y solicitó""]",1,"apeló entonces a Melsar, oficial encargado especialmente de la juventud hebrea, y solicitó","La opción correcta conserva el detalle «encargado» tal como aparece en la fuente: «apeló entonces a Melsar, oficial encargado especialmente de la juventud hebrea, y solicitó».","apeló entonces a Melsar, oficial encargado especialmente de la juventud hebrea, y solicitó",PR39-P029-F01,PR39-P029-F01-VARIANTS,verified,
PR39-0034,PR39-44,PR39,"PDF p.30, PR39, párrafo 1",true_false,medium,"educación, salud y verdadero éxito","Según PDF p.30, PR39, párrafo 1, en el pasaje sobre educación, salud y verdadero éxito, determine si el detalle entre corchetes hace verdadera o falsa esta afirmación: «Al adquirir la sabiduría de los babilonios, Daniel y sus compañeros tuvieron mucho más éxito que los demás ⟦estudiantes⟧»","[""Verdadero"", ""Falso""]",0,Verdadero,La afirmación coincide con el PDF: «más éxito que los demás estudiantes».,más éxito que los demás estudiantes,PR39-P030-F04,PR39-P030-F04-VARIANTS,verified,
