id,fact_id,variant_id,template_id,bank,chapter,verse_or_page,source_span,type,difficulty,topic,context_anchor,question,options,correct_option,correct_answer,accepted_answers,answer_mode,explanation,why_distractors_fail,source_quote,trap_type,blind_final_pool,validation_status,incorrect_detail,correction
PR39-0466,PR39-P031-S01-01-F01,PR39-P031-S01-01-F01-MC-CONTEXTUAL-V2-02,mc-contextual-v2,PR39-44,PR39,"31, PR39, párrafo 1","En la vida del verdadero cristiano, no hay cosas que no sean esenciales",multiple_choice,expert,"cooperación divina, deberes pequeños y carácter",En la vida del verdadero cristiano no hay cosas que no sean esenciales,"Según 31, PR39, párrafo 1, en la escena sobre cooperación divina, deberes pequeños y carácter, ¿qué formulación corresponde específicamente a este contexto? Marco: «En la [DETALLE] cristiano, no hay cosas que no sean esenciales»","[""vida del verdadero"", ""deber es importante"", ""mide con exactitud"", ""posibilidad de servir""]",0,vida del verdadero,"[""vida del verdadero""]",exact_text,"«vida del verdadero» completa el dato de 31, PR39, párrafo 1. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""deber es importante"": ""Es un dato de 31, PR39, párrafo 1; no completa el marco de 31, PR39, párrafo 1."", ""mide con exactitud"": ""Es un dato de 31, PR39, párrafo 1; no completa el marco de 31, PR39, párrafo 1."", ""posibilidad de servir"": ""Es un dato de 31, PR39, párrafo 1; no completa el marco de 31, PR39, párrafo 1.""}","En la vida del verdadero cristiano, no hay cosas que no sean",close_detail,False,verified,,
PR39-0467,PR39-P031-S01-02-F01,PR39-P031-S01-02-F01-MC-CONTEXTUAL-V2-02,mc-contextual-v2,PR39-44,PR39,"31, PR39, párrafo 1",a la vista del Omnipotente todo deber es importante.,multiple_choice,hard,"cooperación divina, deberes pequeños y carácter",a la vista del Omnipotente todo deber es importante,"Según 31, PR39, párrafo 1, en la escena sobre cooperación divina, deberes pequeños y carácter, ¿qué formulación corresponde específicamente a este contexto? Marco: «a la vista del [DETALLE] todo deber es importante.»","[""Daniel"", ""Omnipotente"", ""Señor"", ""Espíritu""]",1,Omnipotente,"[""Omnipotente""]",exact_text,"«Omnipotente» completa el dato de 31, PR39, párrafo 1. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""Daniel"": ""Es un dato de 30, PR39, párrafo 3; no completa el marco de 31, PR39, párrafo 1."", ""Señor"": ""Es un dato de 30, PR39, párrafo 4; no completa el marco de 31, PR39, párrafo 1."", ""Espíritu"": ""Es un dato de 30, PR39, párrafo 4; no completa el marco de 31, PR39, párrafo 1.""}",a la vista del Omnipotente todo deber es importante,close_detail,False,verified,,
PR39-0468,PR39-P031-S01-03-F01,PR39-P031-S01-03-F01-MC-CONTEXTUAL-V2-02,mc-contextual-v2,PR39-44,PR39,"31, PR39, párrafo 1",El Señor mide con exactitud toda posibilidad de servir.,multiple_choice,medium,"cooperación divina, deberes pequeños y carácter",El Señor mide con exactitud toda posibilidad de servir,"Según 31, PR39, párrafo 1, en la escena sobre cooperación divina, deberes pequeños y carácter, ¿qué formulación corresponde específicamente a este contexto? Marco: «El [DETALLE] mide con exactitud toda posibilidad de servir.»","[""Daniel"", ""Espíritu"", ""Señor"", ""Babilonia""]",2,Señor,"[""Señor""]",exact_text,"«Señor» completa el dato de 31, PR39, párrafo 1. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""Daniel"": ""Es un dato de 30, PR39, párrafo 4; no completa el marco de 31, PR39, párrafo 1."", ""Espíritu"": ""Es un dato de 30, PR39, párrafo 4; no completa el marco de 31, PR39, párrafo 1."", ""Babilonia"": ""Es un dato de 30, PR39, párrafo 5; no completa el marco de 31, PR39, párrafo 1.""}",El Señor mide con exactitud toda posibilidad de servir,true_elsewhere,False,verified,,
PR39-0469,PR39-P031-S01-05-F01,PR39-P031-S01-05-F01-MC-CONTEXTUAL-V2-02,mc-contextual-v2,PR39-44,PR39,"31, PR39, párrafo 1",Seremos juzgados por lo que debiéramos haber hecho y no hicimos porque no usamos nuestras facultades para glorificar a Dios.,multiple_choice,hard,"cooperación divina, deberes pequeños y carácter",Seremos juzgados por lo que debiéramos haber hecho y no hicimos porque no usamos,"Según 31, PR39, párrafo 1, en la escena sobre cooperación divina, deberes pequeños y carácter, ¿qué formulación corresponde específicamente a este contexto? Marco: «Seremos juzgados por lo que [DETALLE] y no hicimos porque no usamos nuestras facultades para glorificar a Dios.»","[""posibilidad de servir"", ""usan se tienen"", ""cuenta tanto"", ""debiéramos haber hecho""]",3,debiéramos haber hecho,"[""debiéramos haber hecho""]",exact_text,"«debiéramos haber hecho» completa el dato de 31, PR39, párrafo 1. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""posibilidad de servir"": ""Es un dato de 31, PR39, párrafo 1; no completa el marco de 31, PR39, párrafo 1."", ""usan se tienen"": ""Es un dato de 31, PR39, párrafo 1; no completa el marco de 31, PR39, párrafo 1."", ""cuenta tanto"": ""Es un dato de 31, PR39, párrafo 1; no completa el marco de 31, PR39, párrafo 1.""}",Seremos juzgados por lo que debiéramos haber hecho y no hicimos porque no usamos nuestras,close_detail,True,verified,,
PR39-0470,PR39-P031-S02-01-F01,PR39-P031-S02-01-F01-MC-CONTEXTUAL-V2-02,mc-contextual-v2,PR39-44,PR39,"31, PR39, párrafo 2",Un carácter noble no es el resultado de la casualidad,multiple_choice,expert,"cooperación divina, deberes pequeños y carácter",Un carácter noble no es el resultado de la casualidad,"Según 31, PR39, párrafo 2, en la escena sobre cooperación divina, deberes pequeños y carácter, ¿qué formulación corresponde específicamente a este contexto? Marco: «Un [DETALLE] no es el resultado de la casualidad»","[""carácter noble"", ""usan se tienen"", ""cuenta tanto"", ""debiéramos haber hecho""]",0,carácter noble,"[""carácter noble""]",exact_text,"«carácter noble» completa el dato de 31, PR39, párrafo 2. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""usan se tienen"": ""Es un dato de 31, PR39, párrafo 1; no completa el marco de 31, PR39, párrafo 2."", ""cuenta tanto"": ""Es un dato de 31, PR39, párrafo 1; no completa el marco de 31, PR39, párrafo 2."", ""debiéramos haber hecho"": ""Es un dato de 31, PR39, párrafo 1; no completa el marco de 31, PR39, párrafo 2.""}",Un carácter noble no es el resultado de la casualidad,true_elsewhere,False,verified,,
PR39-0471,PR39-P031-S02-02-F01,PR39-P031-S02-02-F01-MC-CONTEXTUAL-V2-02,mc-contextual-v2,PR39-44,PR39,"31, PR39, párrafo 2",no se debe a favores o dones especiales de la Providencia.,multiple_choice,hard,"cooperación divina, deberes pequeños y carácter",no se debe a favores o dones especiales de la Providencia,"Según 31, PR39, párrafo 2, en la escena sobre cooperación divina, deberes pequeños y carácter, ¿qué formulación corresponde específicamente a este contexto? Marco: «no se debe a favores o dones especiales de la [DETALLE].»","[""Señor"", ""Providencia"", ""Babilonia"", ""Daniel""]",1,Providencia,"[""Providencia""]",exact_text,"«Providencia» completa el dato de 31, PR39, párrafo 2. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""Señor"": ""Es un dato de 30, PR39, párrafo 4; no completa el marco de 31, PR39, párrafo 2."", ""Babilonia"": ""Es un dato de 30, PR39, párrafo 5; no completa el marco de 31, PR39, párrafo 2."", ""Daniel"": ""Es un dato de 30, PR39, párrafo 5; no completa el marco de 31, PR39, párrafo 2.""}",o dones especiales de la Providencia,close_detail,False,verified,,
PR39-0472,PR39-P031-S02-03-F01,PR39-P031-S02-03-F01-MC-CONTEXTUAL-V2-02,mc-contextual-v2,PR39-44,PR39,"31, PR39, párrafo 2","Es resultado de la disciplina propia, de la sujeción de la naturaleza inferior a la superior, de la entrega del yo al servicio de Dios y de los hombres.",multiple_choice,medium,"cooperación divina, deberes pequeños y carácter",Es resultado de la disciplina propia de la sujeción de la naturaleza inferior a,"Según 31, PR39, párrafo 2, en la escena sobre cooperación divina, deberes pequeños y carácter, ¿qué formulación corresponde específicamente a este contexto? Marco: «Es resultado de la disciplina propia, de la sujeción de la naturaleza inferior a la superior, de la [DETALLE] al servicio de Dios y de los hombres.»","[""debiéramos haber hecho"", ""carácter noble"", ""entrega del yo"", ""disciplina propia""]",2,entrega del yo,"[""entrega del yo""]",exact_text,"«entrega del yo» completa el dato de 31, PR39, párrafo 2. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""debiéramos haber hecho"": ""Es un dato de 31, PR39, párrafo 1; no completa el marco de 31, PR39, párrafo 2."", ""carácter noble"": ""Es un dato de 31, PR39, párrafo 2; no completa el marco de 31, PR39, párrafo 2."", ""disciplina propia"": ""Es un dato de 31, PR39, párrafo 2; no completa el marco de 31, PR39, párrafo 2.""}","a la superior, de la entrega del yo al servicio de Dios y de los",close_detail,True,verified,,
PR39-0473,PR39-P031-S03-01-F01,PR39-P031-S03-01-F01-MC-CONTEXTUAL-V2-02,mc-contextual-v2,PR39-44,PR39,"31, PR39, párrafo 3","Por la fidelidad que los jóvenes hebreos manifestaron hacia los principios de temperancia, Dios habla a los jóvenes de hoy.",multiple_choice,hard,"cooperación divina, deberes pequeños y carácter",Por la fidelidad que los jóvenes hebreos manifestaron hacia los principios de temperancia Dios,"Según 31, PR39, párrafo 3, en la escena sobre cooperación divina, deberes pequeños y carácter, ¿qué formulación corresponde específicamente a este contexto? Marco: «Por la fidelidad que los jóvenes hebreos [DETALLE] hacia los principios de temperancia, Dios habla a los jóvenes de hoy.»","[""procuraron"", ""aferraba"", ""enseñaba"", ""manifestaron""]",3,manifestaron,"[""manifestaron""]",exact_text,"«manifestaron» completa el dato de 31, PR39, párrafo 3. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""procuraron"": ""Es un dato de 29, PR39, párrafo 3; no completa el marco de 31, PR39, párrafo 3."", ""aferraba"": ""Es un dato de 29, PR39, párrafo 4; no completa el marco de 31, PR39, párrafo 3."", ""enseñaba"": ""Es un dato de 29, PR39, párrafo 4; no completa el marco de 31, PR39, párrafo 3.""}","fidelidad que los jóvenes hebreos manifestaron hacia los principios de temperancia, Dios habla",true_elsewhere,False,verified,,
PR39-0474,PR39-P031-S03-02-F01,PR39-P031-S03-02-F01-MC-CONTEXTUAL-V2-02,mc-contextual-v2,PR39-44,PR39,"31, PR39, párrafo 3","Se necesitan hombres que, como Daniel, serán activos y audaces para la causa del bien.",multiple_choice,expert,"cooperación divina, deberes pequeños y carácter",Se necesitan hombres que como Daniel serán activos y audaces para la causa del,"Según 31, PR39, párrafo 3, en la escena sobre cooperación divina, deberes pequeños y carácter, ¿qué formulación corresponde específicamente a este contexto? Marco: «Se necesitan hombres que, como [DETALLE], serán activos y audaces para la causa del bien.»","[""Daniel"", ""Omnipotente"", ""Señor"", ""Providencia""]",0,Daniel,"[""Daniel""]",exact_text,"«Daniel» completa el dato de 31, PR39, párrafo 3. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""Omnipotente"": ""Es un dato de 31, PR39, párrafo 1; no completa el marco de 31, PR39, párrafo 3."", ""Señor"": ""Es un dato de 31, PR39, párrafo 1; no completa el marco de 31, PR39, párrafo 3."", ""Providencia"": ""Es un dato de 31, PR39, párrafo 2; no completa el marco de 31, PR39, párrafo 3.""}","Se necesitan hombres que, como Daniel, serán activos y audaces para la causa",close_detail,False,verified,,
PR39-0475,PR39-P031-S03-03-F01,PR39-P031-S03-03-F01-MC-CONTEXTUAL-V2-02,mc-contextual-v2,PR39-44,PR39,"31, PR39, párrafo 3","Se necesitan corazones puros, manos fuertes, valor intrépido",multiple_choice,hard,"cooperación divina, deberes pequeños y carácter",Se necesitan corazones puros manos fuertes valor intrépido,"Según 31, PR39, párrafo 3, en la escena sobre cooperación divina, deberes pequeños y carácter, ¿qué formulación corresponde específicamente a este contexto? Marco: «Se [DETALLE], manos fuertes, valor intrépido»","[""mujeres y tus"", ""necesitan corazones puros"", ""tus príncipes"", ""tus caminos""]",1,necesitan corazones puros,"[""necesitan corazones puros""]",exact_text,"«necesitan corazones puros» completa el dato de 31, PR39, párrafo 3. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""mujeres y tus"": ""Es un dato de 49, PR43, párrafo 2; no completa el marco de 31, PR39, párrafo 3."", ""tus príncipes"": ""Es un dato de 49, PR43, párrafo 2; no completa el marco de 31, PR39, párrafo 3."", ""tus caminos"": ""Es un dato de 49, PR43, párrafo 2; no completa el marco de 31, PR39, párrafo 3.""}","Se necesitan corazones puros, manos fuertes, valor intrépido",true_elsewhere,False,verified,,
PR39-0476,PR39-P031-S03-04-F01,PR39-P031-S03-04-F01-MC-CONTEXTUAL-V2-02,mc-contextual-v2,PR39-44,PR39,"31, PR39, párrafo 3",porque la guerra entre el vicio y la virtud exige una vigilancia incesante.,multiple_choice,medium,"cooperación divina, deberes pequeños y carácter",porque la guerra entre el vicio y la virtud exige una vigilancia incesante,"Según 31, PR39, párrafo 3, en la escena sobre cooperación divina, deberes pequeños y carácter, ¿qué formulación corresponde específicamente a este contexto? Marco: «porque la guerra entre el vicio y la virtud [DETALLE] incesante.»","[""naturaleza inferior"", ""jóvenes de hoy"", ""exige una vigilancia"", ""Dios habla""]",2,exige una vigilancia,"[""exige una vigilancia""]",exact_text,"«exige una vigilancia» completa el dato de 31, PR39, párrafo 3. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""naturaleza inferior"": ""Es un dato de 31, PR39, párrafo 2; no completa el marco de 31, PR39, párrafo 3."", ""jóvenes de hoy"": ""Es un dato de 31, PR39, párrafo 3; no completa el marco de 31, PR39, párrafo 3."", ""Dios habla"": ""Es un dato de 31, PR39, párrafo 3; no completa el marco de 31, PR39, párrafo 3.""}",el vicio y la virtud exige una vigilancia incesante,close_detail,False,verified,,
PR39-0477,PR39-P031-S03-05-F01,PR39-P031-S03-05-F01-MC-CONTEXTUAL-V2-02,mc-contextual-v2,PR39-44,PR39,"31, PR39, párrafo 3",Satanás se presenta a toda alma con tentaciones que asumen muchas formas seductoras en lo que respecta a la satisfacción del apetito.,multiple_choice,hard,"cooperación divina, deberes pequeños y carácter",Satanás se presenta a toda alma con tentaciones que asumen muchas formas seductoras en,"Según 31, PR39, párrafo 3, en la escena sobre cooperación divina, deberes pequeños y carácter, ¿qué formulación corresponde específicamente a este contexto? Marco: «[DETALLE] a toda alma con tentaciones que asumen muchas formas seductoras en lo que respecta a la satisfacción del apetito.»","[""jóvenes de hoy"", ""Dios habla"", ""causa del bien"", ""Satanás se presenta""]",3,Satanás se presenta,"[""Satanás se presenta""]",exact_text,"«Satanás se presenta» completa el dato de 31, PR39, párrafo 3. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""jóvenes de hoy"": ""Es un dato de 31, PR39, párrafo 3; no completa el marco de 31, PR39, párrafo 3."", ""Dios habla"": ""Es un dato de 31, PR39, párrafo 3; no completa el marco de 31, PR39, párrafo 3."", ""causa del bien"": ""Es un dato de 31, PR39, párrafo 3; no completa el marco de 31, PR39, párrafo 3.""}",Satanás se presenta a toda alma con tentaciones que asumen,close_detail,True,verified,,
PR39-0478,PR39-P031-S04-01-F01,PR39-P031-S04-01-F01-MC-CONTEXTUAL-V2-02,mc-contextual-v2,PR39-44,PR39,"31, PR39, párrafo 4",El cuerpo es un medio muy importante de desarrollar la mente y el alma para la edificación del carácter.,multiple_choice,expert,"cooperación divina, deberes pequeños y carácter",El cuerpo es un medio muy importante de desarrollar la mente y el alma,"Según 31, PR39, párrafo 4, en la escena sobre cooperación divina, deberes pequeños y carácter, ¿qué formulación corresponde específicamente a este contexto? Marco: «El cuerpo es un [DETALLE] de desarrollar la mente y el alma para la edificación del carácter.»","[""medio muy importante"", ""Dios habla"", ""causa del bien"", ""valor intrépido""]",0,medio muy importante,"[""medio muy importante""]",exact_text,"«medio muy importante» completa el dato de 31, PR39, párrafo 4. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""Dios habla"": ""Es un dato de 31, PR39, párrafo 3; no completa el marco de 31, PR39, párrafo 4."", ""causa del bien"": ""Es un dato de 31, PR39, párrafo 3; no completa el marco de 31, PR39, párrafo 4."", ""valor intrépido"": ""Es un dato de 31, PR39, párrafo 3; no completa el marco de 31, PR39, párrafo 4.""}",El cuerpo es un medio muy importante de desarrollar la mente y el alma,true_elsewhere,False,verified,,
PR39-0479,PR39-P031-S04-02-F01,PR39-P031-S04-02-F01-MC-CONTEXTUAL-V2-02,mc-contextual-v2,PR39-44,PR39,"31, PR39, párrafo 4",De ahí que el adversario de las almas encauce sus tentaciones para debilitar y degradar las facultades físicas.,multiple_choice,hard,"cooperación divina, deberes pequeños y carácter",De ahí que el adversario de las almas encauce sus tentaciones para debilitar y,"Según 31, PR39, párrafo 4, en la escena sobre cooperación divina, deberes pequeños y carácter, ¿qué formulación corresponde específicamente a este contexto? Marco: «De ahí que el adversario de las almas [DETALLE] para debilitar y degradar las facultades físicas.»","[""refrenadora de Dios"", ""encauce sus tentaciones"", ""Mediante múltiples providencias"", ""traspasado a otras""]",1,encauce sus tentaciones,"[""encauce sus tentaciones""]",exact_text,"«encauce sus tentaciones» completa el dato de 31, PR39, párrafo 4. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""refrenadora de Dios"": ""Es un dato de 49, PR43, párrafo 5; no completa el marco de 31, PR39, párrafo 4."", ""Mediante múltiples providencias"": ""Es un dato de 49, PR43, párrafo 5; no completa el marco de 31, PR39, párrafo 4."", ""traspasado a otras"": ""Es un dato de 49, PR43, párrafo 5; no completa el marco de 31, PR39, párrafo 4.""}",el adversario de las almas encauce sus tentaciones para debilitar y degradar las facultades físicas,close_detail,False,verified,,
PR39-0480,PR39-P031-S04-03-F01,PR39-P031-S04-03-F01-MC-CONTEXTUAL-V2-02,mc-contextual-v2,PR39-44,PR39,"31, PR39, párrafo 4",El éxito que obtiene en ello significa con frecuencia la entrega de todo el ser al mal.,multiple_choice,medium,"cooperación divina, deberes pequeños y carácter",El éxito que obtiene en ello significa con frecuencia la entrega de todo el,"Según 31, PR39, párrafo 4, en la escena sobre cooperación divina, deberes pequeños y carácter, ¿qué formulación corresponde específicamente a este contexto? Marco: «El [DETALLE] en ello significa con frecuencia la entrega de todo el ser al mal.»","[""valor intrépido"", ""exige una vigilancia"", ""éxito que obtiene"", ""Satanás se presenta""]",2,éxito que obtiene,"[""éxito que obtiene""]",exact_text,"«éxito que obtiene» completa el dato de 31, PR39, párrafo 4. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""valor intrépido"": ""Es un dato de 31, PR39, párrafo 3; no completa el marco de 31, PR39, párrafo 4."", ""exige una vigilancia"": ""Es un dato de 31, PR39, párrafo 3; no completa el marco de 31, PR39, párrafo 4."", ""Satanás se presenta"": ""Es un dato de 31, PR39, párrafo 3; no completa el marco de 31, PR39, párrafo 4.""}",El éxito que obtiene en ello significa con frecuencia la entrega,true_elsewhere,False,verified,,
PR39-0481,PR39-P031-S04-04-F01,PR39-P031-S04-04-F01-MC-CONTEXTUAL-V2-02,mc-contextual-v2,PR39-44,PR39,"31, PR39, párrafo 4","A menos que las tendencias de la naturaleza física estén dominadas por un poder superior, obrarán con certidumbre ruina y muerte.",multiple_choice,hard,"cooperación divina, deberes pequeños y carácter",A menos que las tendencias de la naturaleza física estén dominadas por un poder,"Según 31, PR39, párrafo 4, en la escena sobre cooperación divina, deberes pequeños y carácter, ¿qué formulación corresponde específicamente a este contexto? Marco: «A menos que las tendencias de la [DETALLE] dominadas por un poder superior, obrarán con certidumbre ruina y muerte.»","[""exige una vigilancia"", ""Satanás se presenta"", ""satisfacción del apetito"", ""naturaleza física estén""]",3,naturaleza física estén,"[""naturaleza física estén""]",exact_text,"«naturaleza física estén» completa el dato de 31, PR39, párrafo 4. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""exige una vigilancia"": ""Es un dato de 31, PR39, párrafo 3; no completa el marco de 31, PR39, párrafo 4."", ""Satanás se presenta"": ""Es un dato de 31, PR39, párrafo 3; no completa el marco de 31, PR39, párrafo 4."", ""satisfacción del apetito"": ""Es un dato de 31, PR39, párrafo 3; no completa el marco de 31, PR39, párrafo 4.""}","que las tendencias de la naturaleza física estén dominadas por un poder superior, obrarán con",close_detail,False,verified,,
PR39-0482,PR39-P031-S04-05-F01,PR39-P031-S04-05-F01-MC-CONTEXTUAL-V2-02,mc-contextual-v2,PR39-44,PR39,"31, PR39, párrafo 4",El cuerpo debe ser puesto en sujeción a las facultades superiores del ser.,multiple_choice,expert,"cooperación divina, deberes pequeños y carácter",El cuerpo debe ser puesto en sujeción a las facultades superiores del ser,"Según 31, PR39, párrafo 4, en la escena sobre cooperación divina, deberes pequeños y carácter, ¿qué formulación corresponde específicamente a este contexto? Marco: «El cuerpo [DETALLE] en sujeción a las facultades superiores del ser.»","[""debe ser puesto"", ""Satanás se presenta"", ""satisfacción del apetito"", ""medio muy importante""]",0,debe ser puesto,"[""debe ser puesto""]",exact_text,"«debe ser puesto» completa el dato de 31, PR39, párrafo 4. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""Satanás se presenta"": ""Es un dato de 31, PR39, párrafo 3; no completa el marco de 31, PR39, párrafo 4."", ""satisfacción del apetito"": ""Es un dato de 31, PR39, párrafo 3; no completa el marco de 31, PR39, párrafo 4."", ""medio muy importante"": ""Es un dato de 31, PR39, párrafo 4; no completa el marco de 31, PR39, párrafo 4.""}",El cuerpo debe ser puesto en sujeción a las facultades superiores del,close_detail,False,verified,,
PR39-0483,PR39-P031-S04-06-F01,PR39-P031-S04-06-F01-MC-CONTEXTUAL-V2-02,mc-contextual-v2,PR39-44,PR39,"31, PR39, párrafo 4","Las pasiones deben ser controladas por la voluntad, que debe estar a su vez bajo el control de Dios.",multiple_choice,hard,"cooperación divina, deberes pequeños y carácter",Las pasiones deben ser controladas por la voluntad que debe estar a su vez,"Según 31, PR39, párrafo 4, en la escena sobre cooperación divina, deberes pequeños y carácter, ¿qué formulación corresponde específicamente a este contexto? Marco: «Las pasiones [DETALLE] por la voluntad, que debe estar a su vez bajo el control de Dios.»","[""salón de fiestas"", ""deben ser controladas"", ""rodeado por aquellos"", ""enemigo contra cuyos""]",1,deben ser controladas,"[""deben ser controladas""]",exact_text,"«deben ser controladas» completa el dato de 31, PR39, párrafo 4. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""salón de fiestas"": ""Es un dato de 50, PR43, párrafo 1; no completa el marco de 31, PR39, párrafo 4."", ""rodeado por aquellos"": ""Es un dato de 50, PR43, párrafo 1; no completa el marco de 31, PR39, párrafo 4."", ""enemigo contra cuyos"": ""Es un dato de 50, PR43, párrafo 1; no completa el marco de 31, PR39, párrafo 4.""}","Las pasiones deben ser controladas por la voluntad, que debe estar a",true_elsewhere,False,verified,,
PR39-0484,PR39-P031-S04-07-F01,PR39-P031-S04-07-F01-MC-CONTEXTUAL-V2-02,mc-contextual-v2,PR39-44,PR39,"31, PR39, párrafo 4","La facultad regia de la razón, santificada por la gracia divina, debe regir la vida.",multiple_choice,medium,"cooperación divina, deberes pequeños y carácter",La facultad regia de la razón santificada por la gracia divina debe regir la,"Según 31, PR39, párrafo 4, en la escena sobre cooperación divina, deberes pequeños y carácter, ¿qué formulación corresponde específicamente a este contexto? Marco: «La facultad regia de la razón, santificada por la gracia divina, debe [DETALLE].»","[""medio muy importante"", ""desarrollar la mente"", ""regir la vida"", ""edificación del carácter""]",2,regir la vida,"[""regir la vida""]",exact_text,"«regir la vida» completa el dato de 31, PR39, párrafo 4. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""medio muy importante"": ""Es un dato de 31, PR39, párrafo 4; no completa el marco de 31, PR39, párrafo 4."", ""desarrollar la mente"": ""Es un dato de 31, PR39, párrafo 4; no completa el marco de 31, PR39, párrafo 4."", ""edificación del carácter"": ""Es un dato de 31, PR39, párrafo 4; no completa el marco de 31, PR39, párrafo 4.""}","por la gracia divina, debe regir la vida",close_detail,False,verified,,
PR39-0485,PR39-P031-S04-08-F01,PR39-P031-S04-08-F01-MC-CONTEXTUAL-V2-02,mc-contextual-v2,PR39-44,PR39,"31, PR39, párrafo 4","El poder intelectual, el vigor físico y la longevidad dependen de leyes inmutables.",multiple_choice,hard,"cooperación divina, deberes pequeños y carácter",El poder intelectual el vigor físico y la longevidad dependen de leyes inmutables,"Según 31, PR39, párrafo 4, en la escena sobre cooperación divina, deberes pequeños y carácter, ¿qué formulación corresponde específicamente a este contexto? Marco: «El poder intelectual, el vigor físico y la longevidad [DETALLE] inmutables.»","[""enemigo contra cuyos"", ""vados fueron tomados"", ""consternáronse los hombres"", ""dependen de leyes""]",3,dependen de leyes,"[""dependen de leyes""]",exact_text,"«dependen de leyes» completa el dato de 31, PR39, párrafo 4. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""enemigo contra cuyos"": ""Es un dato de 50, PR43, párrafo 1; no completa el marco de 31, PR39, párrafo 4."", ""vados fueron tomados"": ""Es un dato de 50, PR43, párrafo 1; no completa el marco de 31, PR39, párrafo 4."", ""consternáronse los hombres"": ""Es un dato de 50, PR43, párrafo 1; no completa el marco de 31, PR39, párrafo 4.""}",vigor físico y la longevidad dependen de leyes inmutables,true_elsewhere,False,verified,,
PR39-0486,PR39-P031-S04-09-F01,PR39-P031-S04-09-F01-MC-CONTEXTUAL-V2-02,mc-contextual-v2,PR39-44,PR39,"31, PR39, párrafo 4","Mediante la obediencia a esas leyes, el hombre puede ser vencedor de sí mismo, vencedor de sus propias inclinaciones, vencedor de principados y potestades, de los “gobernadores de estas tinieblas” y de las “malicias espirituales en los aires.",multiple_choice,expert,"cooperación divina, deberes pequeños y carácter",Mediante la obediencia a esas leyes el hombre puede ser vencedor de sí mismo,"Según 31, PR39, párrafo 4, en la escena sobre cooperación divina, deberes pequeños y carácter, ¿qué formulación corresponde específicamente a este contexto? Marco: «[DETALLE] a esas leyes, el hombre puede ser vencedor de sí mismo, vencedor de sus propias inclinaciones, vencedor de principados y potestades, de los “gobernadores de estas tinieblas” y de las “malicias espirituales en los aires.»","[""Mediante la obediencia"", ""edificación del carácter"", ""debilitar y degradar"", ""éxito que obtiene""]",0,Mediante la obediencia,"[""Mediante la obediencia""]",exact_text,"«Mediante la obediencia» completa el dato de 31, PR39, párrafo 4. Los demás elementos aparecen en otras unidades de la fuente, pero no responden a este anclaje exacto.","{""edificación del carácter"": ""Es un dato de 31, PR39, párrafo 4; no completa el marco de 31, PR39, párrafo 4."", ""debilitar y degradar"": ""Es un dato de 31, PR39, párrafo 4; no completa el marco de 31, PR39, párrafo 4."", ""éxito que obtiene"": ""Es un dato de 31, PR39, párrafo 4; no completa el marco de 31, PR39, párrafo 4.""}","Mediante la obediencia a esas leyes, el hombre puede ser",close_detail,False,verified,,
