source_unit_id,work,chapter,verse_or_page,pdf_page,exact_quote,nearby_context,atomic_facts,atomic_fact_count,atomic_fact_records,current_question_ids,presentation_count,distinct_cognitive_operations,coverage_status,coverage_basis,coverage_scope,semantic_coverage_verified,explanation,historical_fact_ids,historical_fact_count,ocr_support,ocr_issue,context_boundary,review_flags,requires_visual_review,visual_review_status
DAN10-V015,Daniel,10,Daniel 10:15,22,"Mientras me decía estas palabras, yo tenía los ojos puestos en tierra y había enmudecido.","Anterior: He venido para hacerte saber lo que ha de sucederle a tu pueblo en los últimos días, porque la visión es para esos días.” Posterior: Pero uno con semejanza de hijo de hombre tocó mis labios. Entonces abrí la boca y hablé, y dije al que estaba delante de mí: “Señor mío, con la visión me han sobrevenido dolores y no me quedan fuerzas.","[""Mientras me decía estas palabras, yo tenía los ojos puestos en tierra y había enmudecido.""]",1,"[{""atomic_fact_id"": ""DAN10-V015-F01"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""Q-DAN10-CENTRAL-0015"", ""Q-DAN10-CENTRAL-0015::PRESENTATION-01"", ""V14-R2-DAN10-C18-006""], ""is_atomic"": true, ""parent_source_unit_id"": ""DAN10-V015"", ""semantic_coverage_verified"": false, ""text"": ""Mientras me decía estas palabras, yo tenía los ojos puestos en tierra y había enmudecido.""}]","[""Q-DAN10-CENTRAL-0015"", ""Q-DAN10-CENTRAL-0015::PRESENTATION-01"", ""V14-R2-DAN10-C18-006""]",3,"[""cause_consequence"", ""relationship""]",COVERED,SOURCE_UNIT_ID_LINK_ONLY,SOURCE_UNIT,False,"Unidad respaldada por la fuente verificada con 3 presentación(es) actual(es) vinculada(s) por source_unit_id. Es evidencia de enlace de fuente, no verificación semántica de la pregunta ni de cada distractor.","[""FACT-D10-V15-001"", ""FACT-D10-V15-002""]",2,True,,UNIT,[],False,NOT_REQUIRED
DAN10-V016,Daniel,10,Daniel 10:16,22,"Pero uno con semejanza de hijo de hombre tocó mis labios. Entonces abrí la boca y hablé, y dije al que estaba delante de mí: “Señor mío, con la visión me han sobrevenido dolores y no me quedan fuerzas.","Anterior: Mientras me decía estas palabras, yo tenía los ojos puestos en tierra y había enmudecido. Posterior: ¿Cómo, pues, podrá el siervo de mi señor hablar con mi señor? Porque al instante me faltaron las fuerzas, y no me quedó aliento.”","[""Pero uno con semejanza de hijo de hombre tocó mis labios."", ""Entonces abrí la boca y hablé, y dije al que estaba delante de mí: “Señor mío, con la visión me han sobrevenido dolores y no me quedan fuerzas.""]",2,"[{""atomic_fact_id"": ""DAN10-V016-F01"", ""coverage_basis"": ""SOURCE_UNIT_ID_LINK_ONLY"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED_MERGED"", ""current_question_ids"": [], ""is_atomic"": true, ""parent_source_unit_id"": ""DAN10-V016"", ""semantic_coverage_verified"": false, ""text"": ""Pero uno con semejanza de hijo de hombre tocó mis labios.""}, {""atomic_fact_id"": ""DAN10-V016-F02"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""DAN10-V11-WAVE-023"", ""V14-R2-DAN10-W1-062""], ""is_atomic"": true, ""parent_source_unit_id"": ""DAN10-V016"", ""semantic_coverage_verified"": false, ""text"": ""Entonces abrí la boca y hablé, y dije al que estaba delante de mí: “Señor mío, con la visión me han sobrevenido dolores y no me quedan fuerzas.""}]","[""DAN10-V11-WAVE-023"", ""DAN10-V11-WAVE-034"", ""DAN10-V11-WAVE-035"", ""DAN10-V11-WAVE-054"", ""DAN10-V11-WAVE-066"", ""Q-DAN10-CENTRAL-0016"", ""Q-DAN10-CENTRAL-0016::PRESENTATION-01"", ""V14-R2-DAN10-C18-007"", ""V14-R2-DAN10-W1-060"", ""V14-R2-DAN10-W1-061"", ""V14-R2-DAN10-W1-062"", ""V14-R2-DAN10-W1-063"", ""V14-R2-DAN10-W1-064"", ""V14-R2-DAN10-W1-065""]",14,"[""cause_consequence"", ""identification"", ""narrative_order"", ""relationship"", ""speaker_addressee""]",COVERED_MERGED,SOURCE_UNIT_ID_LINK_ONLY,SOURCE_UNIT,False,La unidad padre contiene 2 hechos atómicos expuestos como hijos estables. Las presentaciones se enlazan al source_unit_id padre; ese enlace no constituye verificación semántica por hecho y requiere revisión visual.,"[""FACT-D10-V16-001"", ""FACT-D10-V16-002"", ""FACT-D10-V16-003"", ""FACT-D10-V16-004"", ""FACT-D10-V16-005"", ""FACT-D10-V16-006""]",6,True,,UNIT,"[""ATOMIC_SPLIT_HEURISTIC""]",True,REVIEW_REQUIRED
DAN10-V017,Daniel,10,Daniel 10:17,22,"¿Cómo, pues, podrá el siervo de mi señor hablar con mi señor? Porque al instante me faltaron las fuerzas, y no me quedó aliento.”","Anterior: Pero uno con semejanza de hijo de hombre tocó mis labios. Entonces abrí la boca y hablé, y dije al que estaba delante de mí: “Señor mío, con la visión me han sobrevenido dolores y no me quedan fuerzas. Posterior: Aquel que tenía semejanza de hombre me tocó otra vez, me fortaleció","[""¿Cómo, pues, podrá el siervo de mi señor hablar con mi señor?"", ""Porque al instante me faltaron las fuerzas, y no me quedó aliento.”""]",2,"[{""atomic_fact_id"": ""DAN10-V017-F01"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""Q-DAN10-CENTRAL-0017"", ""Q-DAN10-CENTRAL-0017::PRESENTATION-01"", ""R2-C5-DAN10-V017-F01""], ""is_atomic"": true, ""parent_source_unit_id"": ""DAN10-V017"", ""semantic_coverage_verified"": false, ""text"": ""¿Cómo, pues, podrá el siervo de mi señor hablar con mi señor?""}, {""atomic_fact_id"": ""DAN10-V017-F02"", ""coverage_basis"": ""SOURCE_UNIT_ID_LINK_ONLY"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED_MERGED"", ""current_question_ids"": [], ""is_atomic"": true, ""parent_source_unit_id"": ""DAN10-V017"", ""semantic_coverage_verified"": false, ""text"": ""Porque al instante me faltaron las fuerzas, y no me quedó aliento.”""}]","[""DAN10-V11-WAVE-036"", ""DAN10-V11-WAVE-067"", ""Q-DAN10-CENTRAL-0017"", ""Q-DAN10-CENTRAL-0017::PRESENTATION-01"", ""R2-C5-DAN10-V017-F01"", ""V14-R2-DAN10-W1-066"", ""V14-R2-DAN10-W1-067""]",7,"[""cause_consequence"", ""factual_recall"", ""relationship"", ""speaker_addressee""]",COVERED_MERGED,SOURCE_UNIT_ID_LINK_ONLY,SOURCE_UNIT,False,La unidad padre contiene 2 hechos atómicos expuestos como hijos estables. Las presentaciones se enlazan al source_unit_id padre; ese enlace no constituye verificación semántica por hecho y requiere revisión visual.,"[""FACT-D10-V17-001"", ""FACT-D10-V17-002"", ""FACT-D10-V17-003""]",3,True,,UNIT,"[""ATOMIC_SPLIT_HEURISTIC""]",True,REVIEW_REQUIRED
DAN10-V018,Daniel,10,Daniel 10:18,22,"Aquel que tenía semejanza de hombre me tocó otra vez, me fortaleció","Anterior: ¿Cómo, pues, podrá el siervo de mi señor hablar con mi señor? Porque al instante me faltaron las fuerzas, y no me quedó aliento.” Posterior: y me dijo: “Muy amado, no temas; la paz sea contigo; esfuérzate y cobra aliento.” Mientras él me hablaba, recobré las fuerzas y dije: “Hable mi señor, porque me has fortalecido.”","[""Aquel que tenía semejanza de hombre me tocó otra vez, me fortaleció""]",1,"[{""atomic_fact_id"": ""DAN10-V018-F01"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""DAN10-V11-WAVE-037"", ""Q-DAN10-CENTRAL-0018"", ""Q-DAN10-CENTRAL-0018::PRESENTATION-01"", ""R2-C5-DAN10-V018-F01"", ""V14-R2-DAN10-W1-068""], ""is_atomic"": true, ""parent_source_unit_id"": ""DAN10-V018"", ""semantic_coverage_verified"": false, ""text"": ""Aquel que tenía semejanza de hombre me tocó otra vez, me fortaleció""}]","[""DAN10-V11-WAVE-037"", ""Q-DAN10-CENTRAL-0018"", ""Q-DAN10-CENTRAL-0018::PRESENTATION-01"", ""R2-C5-DAN10-V018-F01"", ""V14-R2-DAN10-W1-068""]",5,"[""cause_consequence"", ""narrative_order"", ""relationship""]",COVERED,SOURCE_UNIT_ID_LINK_ONLY,SOURCE_UNIT,False,"Unidad respaldada por la fuente verificada con 5 presentación(es) actual(es) vinculada(s) por source_unit_id. Es evidencia de enlace de fuente, no verificación semántica de la pregunta ni de cada distractor.","[""FACT-D10-V18-001"", ""FACT-D10-V18-002"", ""FACT-D10-V18-003""]",3,True,,UNIT,[],False,NOT_REQUIRED
DAN10-V019,Daniel,10,Daniel 10:19,22,"y me dijo: “Muy amado, no temas; la paz sea contigo; esfuérzate y cobra aliento.” Mientras él me hablaba, recobré las fuerzas y dije: “Hable mi señor, porque me has fortalecido.”","Anterior: Aquel que tenía semejanza de hombre me tocó otra vez, me fortaleció Posterior: Él me dijo: “¿Sabes por qué he venido a ti? Ahora tengo que volver para pelear contra el príncipe de Persia; al terminar con él, el príncipe de Grecia vendrá.","[""y me dijo: “Muy amado, no temas"", ""la paz sea contigo"", ""esfuérzate y cobra aliento."", ""Mientras él me hablaba, recobré las fuerzas y dije: “Hable mi señor, porque me has fortalecido.”""]",4,"[{""atomic_fact_id"": ""DAN10-V019-F01"", ""coverage_basis"": ""SOURCE_UNIT_ID_LINK_ONLY"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED_MERGED"", ""current_question_ids"": [], ""is_atomic"": true, ""parent_source_unit_id"": ""DAN10-V019"", ""semantic_coverage_verified"": false, ""text"": ""y me dijo: “Muy amado, no temas""}, {""atomic_fact_id"": ""DAN10-V019-F02"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""DAN10-V11-WAVE-024"", ""V14-R2-DAN10-W1-071""], ""is_atomic"": true, ""parent_source_unit_id"": ""DAN10-V019"", ""semantic_coverage_verified"": false, ""text"": ""la paz sea contigo""}, {""atomic_fact_id"": ""DAN10-V019-F03"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""DAN10-V11-WAVE-038"", ""Q-DAN10-CENTRAL-0019"", ""Q-DAN10-CENTRAL-0019::PRESENTATION-01"", ""V14-R2-DAN10-C18-008"", ""V14-R2-DAN10-W1-069"", ""V14-R2-DAN10-W1-072""], ""is_atomic"": true, ""parent_source_unit_id"": ""DAN10-V019"", ""semantic_coverage_verified"": false, ""text"": ""esfuérzate y cobra aliento.""}, {""atomic_fact_id"": ""DAN10-V019-F04"", ""coverage_basis"": ""SOURCE_UNIT_ID_LINK_ONLY"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED_MERGED"", ""current_question_ids"": [], ""is_atomic"": true, ""parent_source_unit_id"": ""DAN10-V019"", ""semantic_coverage_verified"": false, ""text"": ""Mientras él me hablaba, recobré las fuerzas y dije: “Hable mi señor, porque me has fortalecido.”""}]","[""DAN10-V11-WAVE-024"", ""DAN10-V11-WAVE-038"", ""DAN10-V11-WAVE-055"", ""Q-DAN10-CENTRAL-0019"", ""Q-DAN10-CENTRAL-0019::PRESENTATION-01"", ""V14-R2-DAN10-C18-008"", ""V14-R2-DAN10-W1-069"", ""V14-R2-DAN10-W1-070"", ""V14-R2-DAN10-W1-071"", ""V14-R2-DAN10-W1-072""]",10,"[""cause_consequence"", ""narrative_order"", ""relationship"", ""speaker_addressee"", ""text_recall""]",COVERED_MERGED,SOURCE_UNIT_ID_LINK_ONLY,SOURCE_UNIT,False,La unidad padre contiene 4 hechos atómicos expuestos como hijos estables. Las presentaciones se enlazan al source_unit_id padre; ese enlace no constituye verificación semántica por hecho y requiere revisión visual.,"[""FACT-D10-V19-001"", ""FACT-D10-V19-002"", ""FACT-D10-V19-003"", ""FACT-D10-V19-004"", ""FACT-D10-V19-005"", ""FACT-D10-V19-006"", ""FACT-D10-V19-007"", ""FACT-D10-V19-008""]",8,True,,UNIT,"[""ATOMIC_SPLIT_HEURISTIC""]",True,REVIEW_REQUIRED
DAN10-V020,Daniel,10,Daniel 10:20,22,"Él me dijo: “¿Sabes por qué he venido a ti? Ahora tengo que volver para pelear contra el príncipe de Persia; al terminar con él, el príncipe de Grecia vendrá.","Anterior: y me dijo: “Muy amado, no temas; la paz sea contigo; esfuérzate y cobra aliento.” Mientras él me hablaba, recobré las fuerzas y dije: “Hable mi señor, porque me has fortalecido.” Posterior: Pero yo te declararé lo que está escrito en el libro de la verdad: nadie me ayuda contra ellos, sino Miguel vuestro príncipe.”","[""Él me dijo: “¿Sabes por qué he venido a ti?"", ""Ahora tengo que volver para pelear contra el príncipe de Persia"", ""al terminar con él, el príncipe de Grecia vendrá.""]",3,"[{""atomic_fact_id"": ""DAN10-V020-F01"", ""coverage_basis"": ""SOURCE_UNIT_ID_LINK_ONLY"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED_MERGED"", ""current_question_ids"": [], ""is_atomic"": true, ""parent_source_unit_id"": ""DAN10-V020"", ""semantic_coverage_verified"": false, ""text"": ""Él me dijo: “¿Sabes por qué he venido a ti?""}, {""atomic_fact_id"": ""DAN10-V020-F02"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""DAN10-V11-WAVE-025"", ""Q-DAN10-CENTRAL-0020"", ""Q-DAN10-CENTRAL-0020::PRESENTATION-01"", ""V14-R2-DAN10-C18-009"", ""V14-R2-DAN10-W1-073""], ""is_atomic"": true, ""parent_source_unit_id"": ""DAN10-V020"", ""semantic_coverage_verified"": false, ""text"": ""Ahora tengo que volver para pelear contra el príncipe de Persia""}, {""atomic_fact_id"": ""DAN10-V020-F03"", ""coverage_basis"": ""SOURCE_UNIT_ID_LINK_ONLY"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED_MERGED"", ""current_question_ids"": [], ""is_atomic"": true, ""parent_source_unit_id"": ""DAN10-V020"", ""semantic_coverage_verified"": false, ""text"": ""al terminar con él, el príncipe de Grecia vendrá.""}]","[""DAN10-V11-WAVE-025"", ""Q-DAN10-CENTRAL-0020"", ""Q-DAN10-CENTRAL-0020::PRESENTATION-01"", ""V14-R2-DAN10-C18-009"", ""V14-R2-DAN10-W1-073""]",5,"[""narrative_order"", ""prophetic_detail"", ""relationship""]",COVERED_MERGED,SOURCE_UNIT_ID_LINK_ONLY,SOURCE_UNIT,False,La unidad padre contiene 3 hechos atómicos expuestos como hijos estables. Las presentaciones se enlazan al source_unit_id padre; ese enlace no constituye verificación semántica por hecho y requiere revisión visual.,"[""FACT-D10-V20-001"", ""FACT-D10-V20-002"", ""FACT-D10-V20-003""]",3,True,,UNIT,"[""ATOMIC_SPLIT_HEURISTIC""]",True,REVIEW_REQUIRED
DAN10-V021,Daniel,10,Daniel 10:21,22,"Pero yo te declararé lo que está escrito en el libro de la verdad: nadie me ayuda contra ellos, sino Miguel vuestro príncipe.”","Anterior: Él me dijo: “¿Sabes por qué he venido a ti? Ahora tengo que volver para pelear contra el príncipe de Persia; al terminar con él, el príncipe de Grecia vendrá.","[""Pero yo te declararé lo que está escrito en el libro de la verdad: nadie me ayuda contra ellos, sino Miguel vuestro príncipe.”""]",1,"[{""atomic_fact_id"": ""DAN10-V021-F01"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""DAN10-V11-WAVE-039"", ""DAN10-V11-WAVE-040"", ""Q-DAN10-CENTRAL-0021"", ""Q-DAN10-CENTRAL-0021::PRESENTATION-01"", ""V14-R2-DAN10-C18-010"", ""V14-R2-DAN10-W1-074"", ""V14-R2-DAN10-W1-075""], ""is_atomic"": true, ""parent_source_unit_id"": ""DAN10-V021"", ""semantic_coverage_verified"": false, ""text"": ""Pero yo te declararé lo que está escrito en el libro de la verdad: nadie me ayuda contra ellos, sino Miguel vuestro príncipe.”""}]","[""DAN10-V11-WAVE-039"", ""DAN10-V11-WAVE-040"", ""Q-DAN10-CENTRAL-0021"", ""Q-DAN10-CENTRAL-0021::PRESENTATION-01"", ""V14-R2-DAN10-C18-010"", ""V14-R2-DAN10-W1-074"", ""V14-R2-DAN10-W1-075""]",7,"[""identification"", ""principle"", ""prophetic_detail"", ""relationship""]",COVERED,SOURCE_UNIT_ID_LINK_ONLY,SOURCE_UNIT,False,"Unidad respaldada por la fuente verificada con 7 presentación(es) actual(es) vinculada(s) por source_unit_id. Es evidencia de enlace de fuente, no verificación semántica de la pregunta ni de cada distractor.","[""FACT-D10-V21-001"", ""FACT-D10-V21-002"", ""FACT-D10-V21-003"", ""FACT-D10-V21-004""]",4,True,,CHAPTER,[],False,NOT_REQUIRED
DAN11-V001,Daniel,11,Daniel 11:1,23,"También yo en el primer año de Darío, el medo, estuve para animarlo y fortalecerlo.","Posterior: Ahora yo te mostraré la verdad. Aún habrá tres reyes en Persia, y el cuarto se hará de grandes riquezas, más que todos ellos. Éste, al hacerse fuerte con sus riquezas, levantará a todos contra el reino de Grecia.","[""También yo en el primer año de Darío, el medo, estuve para animarlo y fortalecerlo.""]",1,"[{""atomic_fact_id"": ""DAN11-V001-F01"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""DAN11-V11-WAVE-026"", ""Q-DAN11-0001"", ""Q-DAN11-0001::PRESENTATION-01"", ""V14-R2-DAN11-C18-001"", ""V14-R2-DAN11-W1-076""], ""is_atomic"": true, ""parent_source_unit_id"": ""DAN11-V001"", ""semantic_coverage_verified"": false, ""text"": ""También yo en el primer año de Darío, el medo, estuve para animarlo y fortalecerlo.""}]","[""DAN11-V11-WAVE-026"", ""Q-DAN11-0001"", ""Q-DAN11-0001::PRESENTATION-01"", ""V14-R2-DAN11-C18-001"", ""V14-R2-DAN11-W1-076""]",5,"[""cause_consequence"", ""identification"", ""relationship""]",COVERED,SOURCE_UNIT_ID_LINK_ONLY,SOURCE_UNIT,False,"Unidad respaldada por la fuente verificada con 5 presentación(es) actual(es) vinculada(s) por source_unit_id. Es evidencia de enlace de fuente, no verificación semántica de la pregunta ni de cada distractor.","[""FACT-D11-V01-001"", ""FACT-D11-V01-002"", ""FACT-D11-V01-003"", ""FACT-D11-V01-004""]",4,True,,CHAPTER,[],False,NOT_REQUIRED
DAN11-V002,Daniel,11,Daniel 11:2,23,"Ahora yo te mostraré la verdad. Aún habrá tres reyes en Persia, y el cuarto se hará de grandes riquezas, más que todos ellos. Éste, al hacerse fuerte con sus riquezas, levantará a todos contra el reino de Grecia.","Anterior: También yo en el primer año de Darío, el medo, estuve para animarlo y fortalecerlo. Posterior: Se levantará luego un rey valiente, que dominará con gran poder y hará su voluntad.","[""Ahora yo te mostraré la verdad."", ""Aún habrá tres reyes en Persia, y el cuarto se hará de grandes riquezas, más que todos ellos."", ""Éste, al hacerse fuerte con sus riquezas, levantará a todos contra el reino de Grecia.""]",3,"[{""atomic_fact_id"": ""DAN11-V002-F01"", ""coverage_basis"": ""SOURCE_UNIT_ID_LINK_ONLY"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED_MERGED"", ""current_question_ids"": [], ""is_atomic"": true, ""parent_source_unit_id"": ""DAN11-V002"", ""semantic_coverage_verified"": false, ""text"": ""Ahora yo te mostraré la verdad.""}, {""atomic_fact_id"": ""DAN11-V002-F02"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""DAN11-V11-WAVE-001"", ""V14-R2-DAN11-W1-078""], ""is_atomic"": true, ""parent_source_unit_id"": ""DAN11-V002"", ""semantic_coverage_verified"": false, ""text"": ""Aún habrá tres reyes en Persia, y el cuarto se hará de grandes riquezas, más que todos ellos.""}, {""atomic_fact_id"": ""DAN11-V002-F03"", ""coverage_basis"": ""SOURCE_UNIT_ID_LINK_ONLY"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED_MERGED"", ""current_question_ids"": [], ""is_atomic"": true, ""parent_source_unit_id"": ""DAN11-V002"", ""semantic_coverage_verified"": false, ""text"": ""Éste, al hacerse fuerte con sus riquezas, levantará a todos contra el reino de Grecia.""}]","[""DAN11-V11-WAVE-001"", ""Q-DAN11-0002"", ""Q-DAN11-0002::PRESENTATION-01"", ""V14-R2-DAN11-C18-002"", ""V14-R2-DAN11-W1-077"", ""V14-R2-DAN11-W1-078""]",6,"[""prophetic_detail"", ""relationship""]",COVERED_MERGED,SOURCE_UNIT_ID_LINK_ONLY,SOURCE_UNIT,False,La unidad padre contiene 3 hechos atómicos expuestos como hijos estables. Las presentaciones se enlazan al source_unit_id padre; ese enlace no constituye verificación semántica por hecho y requiere revisión visual.,"[""FACT-D11-V02-001"", ""FACT-D11-V02-002"", ""FACT-D11-V02-003"", ""FACT-D11-V02-004"", ""FACT-D11-V02-005"", ""FACT-D11-V02-006"", ""FACT-D11-V02-007""]",7,True,,UNIT,"[""ATOMIC_SPLIT_HEURISTIC""]",True,REVIEW_REQUIRED
DAN11-V003,Daniel,11,Daniel 11:3,23,"Se levantará luego un rey valiente, que dominará con gran poder y hará su voluntad.","Anterior: Ahora yo te mostraré la verdad. Aún habrá tres reyes en Persia, y el cuarto se hará de grandes riquezas, más que todos ellos. Éste, al hacerse fuerte con sus riquezas, levantará a todos contra el reino de Grecia. Posterior: Pero cuando se haya levantado, su reino será quebrantado y repartido hacia los cuatro vientos del cielo; pero no será para sus descendientes, ni según el dominio con que él dominó, porque su reino quedará deshecho y será para otros aparte de ellos.","[""Se levantará luego un rey valiente, que dominará con gran poder y hará su voluntad.""]",1,"[{""atomic_fact_id"": ""DAN11-V003-F01"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""Q-DAN11-0003"", ""Q-DAN11-0003::PRESENTATION-01"", ""V14-R2-DAN11-C18-003""], ""is_atomic"": true, ""parent_source_unit_id"": ""DAN11-V003"", ""semantic_coverage_verified"": false, ""text"": ""Se levantará luego un rey valiente, que dominará con gran poder y hará su voluntad.""}]","[""Q-DAN11-0003"", ""Q-DAN11-0003::PRESENTATION-01"", ""V14-R2-DAN11-C18-003""]",3,"[""identification"", ""relationship""]",COVERED,SOURCE_UNIT_ID_LINK_ONLY,SOURCE_UNIT,False,"Unidad respaldada por la fuente verificada con 3 presentación(es) actual(es) vinculada(s) por source_unit_id. Es evidencia de enlace de fuente, no verificación semántica de la pregunta ni de cada distractor.","[""FACT-D11-V03-001"", ""FACT-D11-V03-002"", ""FACT-D11-V03-003""]",3,True,,UNIT,[],False,NOT_REQUIRED
DAN11-V004,Daniel,11,Daniel 11:4,23,"Pero cuando se haya levantado, su reino será quebrantado y repartido hacia los cuatro vientos del cielo; pero no será para sus descendientes, ni según el dominio con que él dominó, porque su reino quedará deshecho y será para otros aparte de ellos.","Anterior: Se levantará luego un rey valiente, que dominará con gran poder y hará su voluntad. Posterior: El rey del sur se hará fuerte, pero uno de sus príncipes será más fuerte que él, se hará poderoso y su dominio será grande.","[""Pero cuando se haya levantado, su reino será quebrantado y repartido hacia los cuatro vientos del cielo"", ""pero no será para sus descendientes, ni según el dominio con que él dominó, porque su reino quedará deshecho y será para otros aparte de ellos.""]",2,"[{""atomic_fact_id"": ""DAN11-V004-F01"", ""coverage_basis"": ""SOURCE_UNIT_ID_LINK_ONLY"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED_MERGED"", ""current_question_ids"": [], ""is_atomic"": true, ""parent_source_unit_id"": ""DAN11-V004"", ""semantic_coverage_verified"": false, ""text"": ""Pero cuando se haya levantado, su reino será quebrantado y repartido hacia los cuatro vientos del cielo""}, {""atomic_fact_id"": ""DAN11-V004-F02"", ""coverage_basis"": ""FACT_ID_SUFFIX_AND_SOURCE_UNIT"", ""coverage_scope"": ""ATOMIC_FACT"", ""coverage_status"": ""COVERED"", ""current_question_ids"": [""DAN11-V11-WAVE-002"", ""V14-R2-DAN11-W1-079""], ""is_atomic"": true, ""parent_source_unit_id"": ""DAN11-V004"", ""semantic_coverage_verified"": false, ""text"": ""pero no será para sus descendientes, ni según el dominio con que él dominó, porque su reino quedará deshecho y será para otros aparte de ellos.""}]","[""DAN11-V11-WAVE-002"", ""DAN11-V11-WAVE-027"", ""Q-DAN11-0004"", ""Q-DAN11-0004::PRESENTATION-01"", ""V13-R2-DAN11-C9-V004-F08"", ""V14-R2-DAN11-W1-079"", ""V14-R2-DAN11-W1-080""]",7,"[""comparison"", ""relationship""]",COVERED_MERGED,SOURCE_UNIT_ID_LINK_ONLY,SOURCE_UNIT,False,La unidad padre contiene 2 hechos atómicos expuestos como hijos estables. Las presentaciones se enlazan al source_unit_id padre; ese enlace no constituye verificación semántica por hecho y requiere revisión visual.,"[""FACT-D11-V04-001"", ""FACT-D11-V04-002"", ""FACT-D11-V04-003"", ""FACT-D11-V04-004"", ""FACT-D11-V04-005"", ""FACT-D11-V04-006""]",6,True,,UNIT,"[""ATOMIC_SPLIT_HEURISTIC""]",True,REVIEW_REQUIRED
